Codigo,Cargo,Ano,Pergunta,Opcao1,Opcao2,Opcao3,Opcao4,Opcao5,Organizadora,Gabarito,Materia,Assunto1,Assunto2,Assunto3
2801,Assistente de Chancelaria - Prova 1,2004,Gap no. 5:,to run,have run,run,will run,running,ESAF,C,Inglês,Aspectos Gramaticais,,
2802,Assistente de Chancelaria - Prova 1,2004,&quot;<strong><u>should have taught</u> </strong>that splitting families makes for bad politics.&quot;,Deveria ter ensinado.,Poderia ter ensinado.,Deverá ensinar.,Teria ensinado.,Terá ensinado.,ESAF,A,Inglês,Passive Voice,,
2803,Assistente de Chancelaria - Prova 1,2004,&quot;<strong><u>George Bush has tightened the rules</u> </strong>on contacts between Cuban-Americans and their families back on the island.&quot;,George Bush tem aprimorado as regras.,George Bush restringiu as regras.,George Bush modificará as regras.,George Bush tem expandido as regras.,George Bush oficializou as regras.,ESAF,B,Inglês,Tradução,,
2804,Assistente de Chancelaria - Prova 1,2004,&quot;All humanitarian visits have been scrapped.&quot;,Todas as visitas humanitárias foram suspensas.,As visitas humanitárias têm sido abandonadas.,Todas as visitas humanitárias foram regulamentadas.,Incontáveis visitas humanitárias têm sido extraoficiais.,Todas as visitas humanitárias têm sido assistidas.,ESAF,A,Inglês,Tradução,,
2805,Assistente de Chancelaria,2002,1 Assinale a opção correta a respeito do emprego das palavras e expressões do texto.,"As expressões &quot;século XX&quot;(l.1), &quot;o século&quot;(l.13) e &quot;ele&quot;(l.15), em sentido literal, remetem ao mesmo referente.","A preposição &quot;por&quot;(l.3) está empregada opcionalmente, por isso sua retirada não provoca erro gramatical nem altera o sentido original do texto.","A conjunção &quot;seja...seja&quot; (l.14 e 15), por seu valor semântico e colocação sintática admite a substituição por <b>tanto ... como</b>, por <b>ou ... ou</b>, ou por <b>ora ... ora</b>.","A forma verbal composta &quot;tem sido&quot;(l.22), por se constituir com o auxiliar <b>ser</b>, indica uma oração de voz passiva.","Como a preposição <b>a</b>, empregada diante de &quot;Oriente Médio&quot;(l.29) e &quot;sul da Ásia&quot;(l.30), é exigência da regência de &quot;endêmicas&quot; (l.29), a retirada deste adjetivo exige a substituição de &quot;ao&quot; por <b>em</b>.",ESAF,E,Português,Emprego das classes de palavras,,
2806,Assistente de Chancelaria,2002,"Assinale a opção que, ao preencher o espaço [...], constitui uma introdução coerente e gramaticalmente correta para o texto.","Com a assinatura do Estatuto do Tribunal Penal Internacional (TPI), aprovado em Haia em julho de 1998, e novas perspectivas para a paz mundial, embora o primeiro passo seja ainda convencer os italianos de sua necessidade.","Nova perspectiva para a paz mundial se abre com a entrada em vigor do Estatuto do Tribunal Penal Internacional (TPI), aprovado em Roma em julho de 1998.","Finalmente aprovado em julho de 1998, entra em vigor em Roma o Estatuto do Tribunal Penal Internacional (TPI), com o objetivo restritivamente preventivo para a paz mundial.","Parece que na China e na Rússia, as barreiras de impunidade para os dirigentes que usam de meios degenerados para eliminar adversários vão ao encontro do novo Estatuto do Tribunal Penal Internacional (TPI).","Assim, ao ser assinado, em Paris, o Estatuto do Tribunal Penal Internacional (TPI), em julho de 1998, crimes verificados em diversas partes do planeta, que constituem abusos aos direitos humanos.",ESAF,B,Português,Coesão e coerência,,
2807,Assistente de Chancelaria,2002,Assinale a op&ccedil;&atilde;o <u>incorreta</u> a respeito das estruturas ling&uuml;&iacute;sticas do texto.,A colocação de uma vírgula após &quot;Corte&quot;(l.1) é opcional tanto do ponto de vista sintático como semântico.,"Textualmente, o sentido da expressão &quot;jurisdição julgadora&quot;(l.5 e 6) equivale a &quot;Corte&quot; (l.1).",A ênfase de sentido conferida pelo advérbio &quot;sobretudo&quot;(l.15) incide mais diretamente sobre o verbo <b>inibir </b>do que sobre &quot;tipos de violação&quot;(l.16).,"Subentende-se como sujeito sintático de &quot;Constitui&quot;(l.16) a expressão inicial do parágrafo, &quot;Um órgão acima das estruturas nacionais com competência penal&quot;.",O deslocamento da expressão &quot;em nome da paz&quot;(l.18 e 19) para depois de &quot;assegurar&quot;(l.17) exige o emprego de vírgula antes e depois da expressão.,ESAF,B,Português,Pontuação,,
2811,Assistente de Chancelaria,2002,"<p>Em rela&ccedil;&atilde;o ao texto abaixo, assinale o que se pede. </p><p>&nbsp;&nbsp;&nbsp; Compara-se vulgarmente a domina&ccedil;&atilde;o<br /> americana sobre o mundo, hoje, com a do <br />Imp&eacute;rio Romano. Mas vejo muitas diferen&ccedil;as.<br /> Os romanos de fato conseguiram fazer uma<br /> coisa que os americanos n&atilde;o alcan&ccedil;aram: <br />eles transformaram os habitantes de seu<br /> imp&eacute;rio em cidad&atilde;os romanos. J&aacute; no primeiro<br /> s&eacute;culo da era crist&atilde;, o pr&oacute;prio S&atilde;o Paulo, que <br />era judeu, claro, se dizia antes de tudo um <br />cidad&atilde;o romano. <br />&nbsp;&nbsp;&nbsp; N&atilde;o quero dizer que seja culpa deles, mas<br /> os americanos est&atilde;o num mundo onde a <br />americaniza&ccedil;&atilde;o deve for&ccedil;osamente parar <br />num certo momento. Com sua pot&ecirc;ncia <br />militar ou econ&ocirc;mica, eles dominam muitos <br />Estados, mas n&atilde;o est&atilde;o numa situa&ccedil;&atilde;o que <br />lhes permita fazer das pessoas que dominam <br />verdadeiros americanos. Isso &eacute; ao mesmo<br /> tempo bom e ruim. &Eacute; bom porque as pessoas<br /> conservam o que se chama hoje de sua <br />identidade. &Eacute; ruim porque isso impede que <br />essas pessoas se tornem membros inteiros <br />da democracia americana, que &eacute;, apesar de<br /> seus enormes defeitos, uma democracia. </p><p><em>(Depoimento de Jacques le Goff a Alcino Leite Neto, <strong>Folha de S&atilde;o Paulo</strong>, 14/04/2002, com adapta&ccedil;&otilde;es) </em></p><p>Assinale o par em que, no texto, o pronome da primeira coluna n&atilde;o se refere &agrave; express&atilde;o da segunda coluna.</p>",&quot;eles&quot;(l.6) ----- &quot;romanos&quot;(l.4),&quot;deles&quot;(l.11) ----- &quot;americanos&quot;(l.12),&quot;lhes&quot;(l.17) ----- &quot; verdadeiros americanos&quot; (l.18),&quot;sua&quot;(l.20) ------ &quot;pessoas&quot;(l.19),&quot;seus&quot;(l.24) ------ &quot;democracia americana&quot; (l.23),ESAF,C,Português,"Pronomes: emprego, formas de tratamento e colocação",,
2812,Assistente de Chancelaria,2002,"<p>Assinale a op&ccedil;&atilde;o em que ao menos um dos<br />conectivos propostos para preencher a lacuna<br />provoca incoer&ecirc;ncia textual ou <u>erro</u> gramatical.</p><p><br />O Brasil &eacute; um pa&iacute;s grande, diversificado _____(a)<br />visto como uma promessa que parece nunca se<br />realizar. O potencial existe, _______(b) h&aacute; algo<br />bloqueando o Brasil. Acho que &eacute; uma combina&ccedil;&atilde;o<br />de fatores como o sistema pol&iacute;tico e o modo de<br />trabalhar do cidad&atilde;o, pouco engajado nos problemas<br />da sociedade, ______(c) &eacute; muito freq&uuml;ente<br />o brasileiro eleger pol&iacute;ticos por seu n&iacute;vel<br />de popularidade, sem avaliar seus programas e<br />a&ccedil;&otilde;es. &Eacute; um pa&iacute;s muito importante para a economia<br />mundial, _____(d) sermos sempre decepcionados.<br />&Eacute;, _______(e), um desafio delicado<br />entender por que as coisas n&atilde;o acontecem rapidamente<br />no Brasil.</p><p><br />(Michel Porter, Veja, 5/12/2001, com adapta&ccedil;&otilde;es)</p>",e / mas,entretando / mas,j&aacute; que / pois,embora / apesar de,contudo / portanto,ESAF,D,Português,Emprego das classes de palavras,,
2814,Assistente de Chancelaria,2002,Assinale a op&ccedil;&atilde;o <u>incorreta</u> a respeito do emprego dos sinais de pontua&ccedil;&atilde;o no texto.,"De acordo com as regras gramaticais, é possível o emprego de uma vírgula após &quot;Brasil&quot;(l.6).",A vírgula após &quot;socialista&quot;(l.10) deve ser retirada porque constitui erro gramatical ao separar o sujeito de seu predicado.,A vírgula após o travessão na linha 15 é obrigatória porque demarca uma circustância deslocada.,"Em lugar de vírgula, a gramática e os sentidos do texto permitem o uso de ponto-evírgula antes de &quot;mas&quot;(l.24).","Pelo sentido textual, o ponto final após &quot;errada&quot;(l.24 e 25) pode ser substituído por dois pontos.",ESAF,B,Português,Pontuação,,
2816,Assistente de Chancelaria,2002,"<em>Segundo o notici&aacute;rio, o Pent&aacute;gono passou<br />a propugnar o uso de minibombas at&ocirc;micas.<br />Ou seja, armas nucleares para estourar<br />dep&oacute;sitos subterr&acirc;neos onde estariam<br />escondidas armas (nucleares, qu&iacute;micas,<br />bacteriol&oacute;gicas) de destrui&ccedil;&atilde;o maci&ccedil;a.<br />A hip&oacute;tese de banaliza&ccedil;&atilde;o das armas at&ocirc;micas,<br />inscrita na proposta do Pent&aacute;gono,<br />liquidaria os tratados internacionais de n&atilde;oprolifera&ccedil;&atilde;o<br />nuclear e jogaria o Brasil no<br />meio da tormenta, relan&ccedil;ando a corrida<br />nuclear.<br />(Luiz Felipe de Alencastro, Veja, 10/04/2002, com<br />adapta&ccedil;&otilde;es)</em><br /><em> </em>Assinale a op&ccedil;&atilde;o <u>incorreta</u> a respeito do emprego das formas verbais no texto.",O emprego da perífrase verbal &quot;passou a propugnar&quot;(l.1 e 2) constitui um recurso para evitar o uso do presente do indicativo de um verbo defectivo: <b>propugnar</b>.,"A opção pelo emprego do futuro do pretérito em &quot;estariam&quot;(l.4), indica uma certa resistência do autor para acreditar na veracidade da informação a respeito das armas escondidas.",A forma de particípio &quot;inscrita&quot;(l.8) confundese com o adjetivo porque exprime mais um estado do que uma relação temporal.,O emprego do futuro do pretérito em &quot;liquidaria&quot;( l.9) e &quot;jogaria&quot;(l.10) reforça a idéia de &quot;hipótese&quot;(l.7).,"Para manter a coerência no emprego dos tempos verbais, a substituição do gerúndio &quot;relançando&quot;(l.11) por uma forma não-nominal deve ser: <b>e relançaria</b>.",ESAF,A,Português,Emprego dos tempos e modos verbais,,
2819,Assistente de Chancelaria,2002,"The text refers to President Cardoso's",future visit to the United Kingdom.,refusal to visit the United Kingdom.,decision to visit the United Kingdom.,meeting with Tony Blair and Bill Clinton.,meeting with two current presidents.,ESAF,D,Inglês,Interpretação de Textos,,
2820,Assistente de Chancelaria,2002,"According to the text, the visit in question",had to be postponed.,took place in France.,happened in the UK.,lasted more than a week.,had been agreed upon in advance.,ESAF,C,Inglês,Interpretação de Textos,,
2821,Assistente de Chancelaria,2002,The global affairs issues discussed during the meeting refer,to the present.,to the past.,mainly to the year 2001.,exclusively to the future.,to a century ago.,ESAF,A,Inglês,Interpretação de Textos,,
2822,Assistente de Chancelaria,2002,"According to the text, President Cardoso",did not agree to speak to the press.,agreed to speak to the press in the UK.,agreed to speak to the press in France.,should have spoken to the press.,refused to speak to the press.,ESAF,B,Inglês,Interpretação de Textos,,
2823,Assistente de Chancelaria,2002,"According to the Brazilian President, a small group of nations",should get together in Doha.,was supposed to meet in England.,should make the major decisions.,could be making the major decisions.,has been making most decisions.,ESAF,E,Inglês,Interpretação de Textos,,
2824,Assistente de Chancelaria,2002,"According to the author, the relationships between Brazil and Argentina in the 70s were",friendly.,cordial.,neutral.,controversial.,unfriendly.<em> </em>,ESAF,E,Inglês,Interpretação de Textos,,
2825,Assistente de Chancelaria,2002,"According to the text, Mercosur",forbade trade between Brazil and Argentina.,"will be created so as to implement the region's trade.",interrupted the trade within the region.,has increased the trade in the region.,was devised by the military governments.,ESAF,D,Inglês,Interpretação de Textos,,
2826,Assistente de Chancelaria,2002,The creation of Mercosur,is far from being successful.,has proved successful.,was inspired by the FTAA.,has favoured North-American countries.,happened in the Sixties.,ESAF,B,Inglês,Interpretação de Textos,,
2827,Assistente de Chancelaria,2002,"According to the text, Mercosur member countries intend to",make their regional pact stronger.,replace this pact by the FTAA.,break their unsuccessful pact.,exclude Brazil from this pact.,invite Argentina to join them.,ESAF,A,Inglês,Interpretação de Textos,,
2828,Assistente de Chancelaria,2002,Brazil and Argentina,currently have military governments.,are going to join Mercosur.,used to be members of the FTAA.,belong to Mercosur.,support their military governments.,ESAF,D,Inglês,Interpretação de Textos,,
2829,Assistente de Chancelaria,2002,The ex-American Ambassador refers to,the monumental economic growth in Argentina.,the slow-down in the Brazilian economy.,recent unpredictable changes in Brazil and the US.,international economic growth.,the positive diplomatic meetings between Brazil and the US.,ESAF,E,Inglês,Interpretação de Textos,,
2830,Assistente de Chancelaria,2002,"Ambassador Anthony Harrington refers to Brazil's attitude in relation to Argentina's economic situation as",cooperative.,unfriendly.,not tactful.,biased.,cold.<em> </em>,ESAF,A,Inglês,Interpretação de Textos,,
2831,Assistente de Chancelaria,2002,The text also refers to key reforms which,are not going to be implemented.,are likely to be implemented by the US.,have already been dealt with by Brazil.,were predicted by Argentina.,were unnecessarily implemented.,ESAF,C,Inglês,Interpretação de Textos,,
2832,Assistente de Chancelaria,2002,Anthony Harrington,was an American Ambassador in Argentina.,is the present American Ambassador in Argentina.,is the current American Ambassador in Brazil.,is a former American Ambassador in Argentina.,is a former American Ambassador in Brazil.,ESAF,E,Inglês,Interpretação de Textos,,
2833,Assistente de Chancelaria,2002,"According to the text, Presidents Bush and Cardoso",might have met.,have already met.,must have met.,could have met.,should have met.,ESAF,B,Inglês,Interpretação de Textos,Aspectos Gramaticais,
2834,Assistente de Chancelaria,2002,"Quando novo, um equipamento vale R$ 2.000,00 e tem seu valor desvalorizado mensalmente a uma taxa de 1,5 % ao mês. Ao fim de um ano, este mesmo equipamento valerá:","2000 &middot; 1,015<sup>-12</sup>","2000 + (1,015) <sup>-12</sup>","2000 + (1,015)<sup>12</sup>","2000 &middot;0,015<sup>12</sup>","2000 &middot;1,015<sup>12</sup>",ESAF,A,Raciocínio-Lógico,Juros Simples e Compostos,,
2835,Assistente de Chancelaria,2002,"Ana, Beatriz, Carlos, Deoclides, Ernani, Fl&aacute;vio e<br />Germano fazem parte de uma equipe de vendas.<br />O gerente geral acredita que se esses<br />vendedores forem distribu&iacute;dos em duas diferentes<br />equipes haver&aacute; um aumento substancial nas<br />vendas. Ser&atilde;o ent&atilde;o formadas duas equipes:<br />equipe A com 4 vendedores e equipe B com 3<br />vendedores. Dadas as caracter&iacute;sticas dos<br />vendedores, na divis&atilde;o, dever&atilde;o ser obedecidas<br />as seguintes restri&ccedil;&otilde;es: a) Beatriz e Deoclides<br />devem estar no mesmo grupo; b) Ana n&atilde;o pode<br />estar no mesmo grupo nem com Beatriz, nem<br />com Carlos. Ora, sabe-se que, na divis&atilde;o final,<br />Ana e Fl&aacute;vio foram colocados na equipe A.<br />Ent&atilde;o, necessariamente, a equipe B tem os<br />seguintes vendedores:","Beatriz, Carlos e Germano.","Carlos, Deoclides e Ernani.","Carlos, Deoclides e Germano.","Beatriz, Carlos e Ernani.","Beatriz, Carlos e Deoclides.<em> </em>",ESAF,E,Raciocínio-Lógico,Raciocinio Logico,,
2836,Assistente de Chancelaria,2002,"Quatro meninas que formam uma fila estão usando blusas de cores diferentes, amarelo, verde, azul e preto. A menina que está imediatamente antes da menina que veste blusa azul é menor do que a que está imediatamente depois da menina de blusa azul. A menina que está usando blusa verde é a menor de todas e está depois da menina de blusa azul. A menina de blusa amarela está depois da menina que veste blusa preta. As cores das blusas da primeira e da segunda menina da fila são, respectivamente:",amarelo e verde.,azul e verde.,preto e azul.,verde e preto.,preto e amarelo.,ESAF,C,Raciocínio-Lógico,Raciocinio Logico,,
2837,Assistente de Chancelaria,2002,"No final de semana, Chiquita não foi ao parque. Ora, sabe-se que sempre que Didi estuda, Didi é aprovado. Sabe-se, também, que, nos finais de semana, ou Dadá vai à missa ou vai visitar tia Célia. Sempre que Dadá vai visitar tia Célia, Chiquita vai ao parque, e sempre que Dadá vai à missa, Didi estuda. Então, no final de semana,",Dadá foi à missa e Didi foi aprovado.,Didi não foi aprovado e Dadá não foi visitar tia Célia.,Didi não estudou e Didi foi aprovado.,Didi estudou e Chiquita foi ao parque.,Dadá não foi à missa e Didi não foi aprovado.,ESAF,A,Raciocínio-Lógico,Silogismos,Raciocinio Logico,
2838,Assistente de Chancelaria,2002,"Se a média aritmética dos números 6, 8, X e Y é igual a 12, então a média aritmética dos números (X + 8) e (Y - 4) será:","9,5",13,19,20,38,ESAF,C,Raciocínio-Lógico,Estatística,,
2839,Assistente de Chancelaria,2002,"Se X, Y e Z são inteiros positivos e consecutivos tais que X < Y < Z, então a expressão que necessariamente corresponde a um número inteiro ímpar é dada por:",(X Y) +(YZ),(X+Y) (Y+Z),X Y Z,X + Y + Z,X + Y Z,ESAF,B,Raciocínio-Lógico,Álgebra,,
2840,Assistente de Chancelaria,2002,O número X tem três algarismos. O produto dos algarismos de X é 126 e a soma dos dois últimos algarismos de X é 11. O algarismo das centenas de X é:,2,3,6,7,9,ESAF,D,Raciocínio-Lógico,Sequencias e Psicotécnicos,,
2841,Assistente de Chancelaria,2002,"Num triângulo ABC, o ângulo interno de vértice A mede 60°. O maior ângulo formado pelas bissetrizes dos ângulos internos de vértices B e C mede:",45°,60°,90°,120°,150°,ESAF,D,Raciocínio-Lógico,Geometria Básica,,
2842,Assistente de Chancelaria,2002,"A Constituição que é votada por uma Assembléia composta de representantes do povo e que admite ser modificada, exigindo porém um processo legislativo mais solene e dificultoso do que aquele seguido para a edição de leis ordinárias é chamada de:",Constituição promulgada e rígida.,Constituição flexível e dogmática.,Constituição dogmática e semi-rígida.,Constituição promulgada e semi-rígida.,Constituição outorgada e rígida.,ESAF,A,Direito Constitucional,Conceito e Classificação das Constituições,,
2843,Assistente de Chancelaria,2002,Sobre o controle de constitucionalidade no Brasil é correto afirmar:,Os juízes de primeira instância não podem declarar a inconstitucionalidade de lei.,O Tribunal de Justiça estadual não pode declarar a inconstitucionalidade de lei federal.,O Supremo Tribunal Federal é o único tribunal que pode julgar ação direta de inconstitucionalidade que ataca lei federal ou estadual por afrontar a Constituição Federal.,"Mesmo que o Supremo Tribunal Federal tenha declarado a validade de uma lei em sede de ação declaratória de constitucionalidade, o servidor do Executivo pode-se recusar a aplicar a mesma lei, se estiver convencido da sua inconstitucionalidade, por um motivo não considerado no julgamento do STF.",O Superior Tribunal de Justiça e o Tribunal Superior do Trabalho não podem declarar a inconstitucionalidade de lei.,ESAF,C,Direito Constitucional,Controle de Constitucionalidade,,
2844,Assistente de Chancelaria,2002,"Quanto à hierarquia das normas, assinale a opção correta:",As normas da Constituição Federal produzidas pelo Poder Constituinte originário têm o mesmo nível hierárquico das leis complementares.,As normas da Constituição resultantes do Poder Constituinte originário são hierarquicamente superiores às normas da Constituição resultantes de emenda à Constituição.,Uma medida provisória tem menor <i>status </i>hierárquico do que uma lei ordinária.,A lei complementar tem o mesmo <i>status </i>hierárquico da emenda à Constituição.,O tratado internacional não tem o mesmo <i>status </i>hierárquico de uma emenda à Constituição.,ESAF,E,Direito Constitucional,Processo Legislativo,,
2845,Assistente de Chancelaria,2002,"Assinale a op&ccedil;&atilde;o em que <u>n&atilde;o</u> consta princ&iacute;pio que, segundo a Constitui&ccedil;&atilde;o, rege o Brasil nas suas rela&ccedil;&otilde;es internacionais.",Independência nacional.,Defesa da paz.,Concessão de asilo político.,Cooperação entre os povos para o progresso da humanidade.,Prevalência dos interesses econômicos nacionais.,ESAF,E,Direito Constitucional,Princípios Fundamentais,,
2846,Assistente de Chancelaria,2002,"Assinale a op&ccedil;&atilde;o em que<u> n&atilde;o</u> consta(m) pessoa(as) ou &oacute;rg&atilde;o(s) legitimado(s) para propor, no Congresso Nacional, emenda &agrave; Constitui&ccedil;&atilde;o Federal:",Presidente da República.,Presidente do Supremo Tribunal Federal.,um terço dos membros do Senado Federal.,um terço dos membros da Câmara dos Deputados.,"mais da metade das Assembléias Legislativas das unidades da Federação, manifestandose, cada uma delas, pela maioria relativa de seus membros.",ESAF,B,Direito Constitucional,Processo Legislativo,,
2847,Assistente de Chancelaria,2002,Assinale a opção correta.,"Mesmo que a violação à intimidade de uma pessoa não lhe tenha causado nenhum prejuízo material, ainda assim, esta mesma pessoa tem o direito a indenização por danos morais.","Como regra, uma profissão somente pode ser exercida pelos indivíduos depois de a lei tê-la regulamentado, fixando qualificações profissionais que devem ser necessariamente atendidas.","Os direitos e garantias individuais consagrados na Constituição Federal, como regra, somente geram direitos subjetivos aos indivíduos depois de regulados pelo legislador ordinário.","A não ser durante o dia, e por determinação judicial, ninguém pode entrar na casa de outrem sem o seu consentimento expresso.",O exercício legítimo do direito de reunião em locais abertos ao público depende de prévia autorização da autoridade pública competente em matéria de segurança pública. <i>Assistente de Chancelaria - MRE - 2002 </i>15 <i>Provas 1 e 2 </i>,ESAF,A,Direito Constitucional,Direitos e Deveres Individuais e Coletivos,,
2848,Assistente de Chancelaria,2002,A respeito da ação popular é correto dizer:,Toda ação popular contra Ministro de Estado ou Presidente da República deve ser ajuizada perante o Supremo Tribunal Federal.,"O estrangeiro pode ajuizar a ação popular, desde que para defender um direito seu, violado pelo ato atacado na demanda.","Pode-se propor ação popular visando a anular ato administrativo que ofenda, a um só tempo, a moralidade administrativa e o patrimônio público.",Os sindicatos e as associações de classe de âmbito nacional têm legitimidade para propor ação popular.,Somente o Ministério Público pode propor ação popular.,ESAF,C,Direito Constitucional,"Habeas Corpus, Habeas Data, Mandado de Segurança e Ação Popular",,
2849,Assistente de Chancelaria,2002,Assinale a opção correta.,"O servidor público pode exercer o direito de greve, independentemente de lei que o regule, desde que o movimento paredista não afete serviços essenciais do Estado.",O servidor público tem o dever de se filiar à associação sindical correspondente à sua categoria.,Todo o cargo público deve ser preenchido por meio de concurso público.,"A Constituição assegura ao servidor público a revisão geral anual de sua remuneração, sempre na mesma data.","Nada impede que o servidor que se aposente hoje do serviço público acumule a aposentadoria com outro cargo público efetivo qualquer, desde que o conquiste por meio de concurso público.",ESAF,D,Direito Constitucional,Administração Pública – Disposições Gerais e Servidores Públicos,,
2850,Assistente de Chancelaria,2002,Constitui tema vedado à regulação por meio de medida provisória:,Concessão de reajuste de vencimentos a servidores públicos.,Aumento de prazo para o réu apresentar contestação em ações civis públicas.,Criação de gratificação para determinada categoria de servidores públicos.,Aumento de alíquota do imposto de renda.,Fixação de jornada de trabalho dos servidores públicos civis da União.,ESAF,B,Direito Constitucional,Processo Legislativo,Poder Executivo – Presidente e Ministros de Estado,
2851,Assistente de Chancelaria,2002,Sobre o Ministério Público é correto dizer:,Tem competência constitucional para decretar prisão preventiva de pessoas por ele investigadas.,"Enquanto o Ministério Público Federal tem por chefe o Procurador-Geral da República, o Ministério Público da União é chefiado pelo Presidente do Supremo Tribunal Federal.",Os membros do Ministério Público não estão sujeitos a processo criminal por fatos relacionados com o exercício do seu cargo.,Somente o Ministério Público pode apresentar ação penal pública.,Somente o Ministério Público pode propor a ação civil pública.,ESAF,D,Direito Constitucional,Poder Judiciário – Disposições gerais,,
2852,Assistente de Chancelaria,2002,"Uma das novidades presentes no processo eleitoral brasileiro de 2002 é a interpretação dada pela Justiça à legislação existente, determinando a verticalização das coligações. Com isso,",partidos que não tiverem candidatos à Presidência da República não poderão concorrer aos governos estaduais.,partidos que se coligarem nas eleições presidenciais não poderão se coligar nas eleições estaduais.,"as coligações foram proibidas no âmbito estadual, sendo permitidas apenas para a disputa da Presidência da República.","foram proibidas as coligações nas eleições proporcionais, ou seja, de deputados federais, estaduais e distritais.",partidos que se coligarem em âmbito federal não podem formar coligações diferentes nas eleições estaduais.,ESAF,E,Conhecimentos Gerais,Política Nacional,,
2853,Assistente de Chancelaria,2002,"Há consenso, nos dias de hoje, de que uma educação eficiente é condição essencial para o desenvolvimento de toda e qualquer sociedade. No que se refere ao Brasil, é correto afirmar que:","a expansão da educação superior ocorre, sobretudo, pela ampliação das vagas e do número de instituições públicas, especialmente entre as federais.","o ensino fundamental, que integra a educação básica, caminha para a universalização do acesso às crianças em idade escolar.",a Constituição brasileira determina a obrigatoriedade e a gratuidade da educação básica.,"os resultados das últimas avaliações nacionais e internacionais, a que se submeteram os estudantes brasileiros de educação básica, demonstram desempenho mais que satisfatório da maioria.","o exames vestibulares, que traumatizaram gerações de brasileiros, foram extintos pela atual Lei de Diretrizes e Bases da Educação (LDB).",ESAF,B,Conhecimentos Gerais,Educação e Sistema de Ensino no Brasil,,
2854,Assistente de Chancelaria,2002,"<p>O futebol &eacute; um dos esportes mais populares do mundo. Altamente profissionalizado, a cada dia consolida sua face globalizada e, de quatro em quatro anos, promove uma competi&ccedil;&atilde;o - a Copa do Mundo - que atrai a aten&ccedil;&atilde;o de milh&otilde;es de pessoas e envolve cifras astron&ocirc;micas. A prop&oacute;sito do tema, marque com (V) a assertiva verdadeira e com (F) a falsa, assinalando em seguida a op&ccedil;&atilde;o correspondente. </p><p>( ) O interesse pelo futebol pode ser medido, entre outros aspectos, pelo impressionante n&uacute;mero de pa&iacute;ses filiados &agrave; FIFA, institui&ccedil;&atilde;o que conduz esse esporte profissional e que se faz presente em todos os continentes. </p><p>( ) O Brasil, presente em todas as Copas do Mundo, tendo sediado uma (1950), &eacute; o &uacute;nico pa&iacute;s que, at&eacute; hoje, conquistou por quatro vezes o t&iacute;tulo de campe&atilde;o mundial de futebol. </p><p>( ) O Mundial de 2002 apresenta uma singularidade que o distingue de todas as copas anteriores: al&eacute;m de ser realizado no continente asi&aacute;tico, tem dois pa&iacute;ses como sede dos jogos - Jap&atilde;o e Cor&eacute;ia do Sul.</p>","V, V, V","V, V, F","F, F, V","F, F, F","V, F, F",ESAF,A,Conhecimentos Gerais,Esportes,,
2855,Assistente de Chancelaria,2002,"No passado recente, o Brasil conviveu com uma crise de energia el&eacute;trica de grandes propor&ccedil;&otilde;es. A respeito das circunst&acirc;ncias que determinaram e envolveram essa crise energ&eacute;tica, assinale a op&ccedil;&atilde;o <u>incorreta</u>.","A escassez de chuvas, durante determinado período, contribuiu para a sensível redução do volume de água nos reservatórios.","Para muitos especialistas do setor, a crise vinha se prenunciando há algum tempo, tendo o Governo demorado em admiti-la.","O apelo para que a população colaborasse, reduzindo seu consumo de energia, não surtiu o efeito esperado: uma espécie de &quot;desobediência civil&quot; fez elevar os índices normais de consumo.","Uma das maiores críticas feitas às autoridades centrou-se na falta de investimentos na quantidade necessária, como, por exemplo, na vital ampliação das linhas de transmissão de energia.","O processo de privatização do setor elétrico também pode ser inscrito no quadro mais geral da crise, já que suscitou questionamentos e críticas.",ESAF,C,Conhecimentos Gerais,Atualidades: principais acontecimentos nacionais e regionais abordados nos diferentes veículos de comunicação,,
2856,Assistente de Chancelaria,2002,"A Semana de Arte Moderna, ocorrida em 1922, em São Paulo, é um marco da cultura brasileira. Dela, pode-se dizer, em linhas gerais, que foi um movimento","artisticamente conservador, que valorizou os padrões clássicos da arte, sobretudo na pintura e na escultura.","esteticamente transgressor, comprometido com uma produção cultural que procurava refletir as condições brasileiras.","politicamente revolucionário, que defendia a substituição da República Velha por um regime político renovado, preferencialmente com tons socialistas.","literariamente fraco, não conseguindo promover o surgimento de escritores que renovassem prosa e verso existentes no país.","entusiasticamente recebido pelo grande público, mas simplesmente ignorado por parte das elites brasileiras, especialmente pela paulistana.",ESAF,B,Conhecimentos Gerais,Aspectos relevantes da História e da Geografia do Brasil,,
